Address,Price,Space,Rooms,Market,Year,Evelevator,Balcony,Level,Parking place
"Warszawa, Mokotów, Jana Maklakiewicza",599000,48.4,3,wtórny,2022-06-30,plastikowe,balkon,1/10,
"Warszawa, Wola, Juliana Konstantego Ordona",1286900,78,4,wtórny,2022-05-05,plastikowe,"balkon, ogródek",parter/8,garaż/miejsce parkingowe
"Warszawa, Praga-Północ, Kawęczyńska",1090950,72.73,3,pierwotny,2024-09-30,tak,balkon,4/4,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Tytusa Chałubińskiego",699000,48,3,wtórny,1965,tak,,4/7,garaż/miejsce parkingowe
"Warszawa, Ochota, Drawska",1050000,63,3,wtórny,2015,"telewizja kablowa, internet, telefon",taras,6/6,garaż/miejsce parkingowe
"Warszawa, Ursus, Herbu Oksza",665000,63,4,wtórny,2021,,balkon,3/7,garaż/miejsce parkingowe
"Warszawa, Ochota, Włodarzewska",896000,43.06,2,wtórny,2021,pom. użytkowe,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Targówek, ul. Nadwiślańska",690000,71.38,3,wtórny,2022-06-25,nie,,4/4,garaż/miejsce parkingowe
"Warszawa, Mokotów, ul. Egejska",1600000,113.7,5,wtórny,2008,tak,balkon,4/5,garaż/miejsce parkingowe
"Warszawa, Wilanów",765000,53,2,wtórny,2011,tak,balkon,1/4,garaż/miejsce parkingowe
"Warszawa, Śródmieście",1160000,60,3,wtórny,1952,tak,balkon,3/6,garaż/miejsce parkingowe
"Warszawa, mazowieckie",500000,30,2,wtórny,1968,nie,,parter/10,
"Warszawa, mazowieckie",300000,14,1,wtórny,1902,nie,,1/4,garaż/miejsce parkingowe
"Warszawa, Bielany, Przy Agorze",495000,45.1,2,wtórny,2022-06-02,plastikowe,balkon,3/10,
"Warszawa, Bielany, Heroldów",849000,85,5,wtórny,2022-06-02,drewniane,taras,4/4,garaż/miejsce parkingowe
"Warszawa, Praga-Północ, Kawęczyńska",634350,42.29,2,pierwotny,2024-09-30,tak,balkon,3/4,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Gamerskiego",1195000,75.6,3,wtórny,1960,oddzielna kuchnia,,4/4,
"Warszawa, Mokotów, ul. Łukowa",699000,60.6,3,wtórny,1979,tak,balkon,4/11,
"Warszawa, Praga-Północ, Kawęczyńska",634350,42.29,2,pierwotny,2024-09-30,tak,balkon,2/4,garaż/miejsce parkingowe
"Warszawa, Mokotów, ul. Śniardwy",635000,46,3,wtórny,1970,tak,,10/10,
"Warszawa, Targówek, Bródno, Suwalska",599000,47,3,wtórny,1968,tak,balkon,10/10,
"Warszawa, Żoliborz, ul. Rafała Krajewskiego",850000,54.8,3,wtórny,1938,nie,balkon,4/5,
"Warszawa, Białołęka, ul. Warzelnicza 7",,40.82,2,pierwotny,2023,tak,"ogródek, taras",parter/2,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Nakielska",,72.17,3,pierwotny,2023,domofon / wideofon,balkon,5,garaż/miejsce parkingowe
"Warszawa, Praga-Północ, ul. Kawęczyńska",,118.76,3,pierwotny,2024,dwupoziomowe,balkon,4/4,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Warzelnicza 7",,55.71,3,pierwotny,2023,tak,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Mariana Hemara",,44.07,2,pierwotny,2022,domofon / wideofon,balkon,1,garaż/miejsce parkingowe
"Warszawa, Ursus",,42.33,2,pierwotny,2023,"internet, telefon",balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Ursus, ul. Posag 7 Panien",,63.52,3,pierwotny,2023,domofon / wideofon,balkon,2,garaż/miejsce parkingowe
"Warszawa, Wawer, ul. Przylaszczkowa",,43.6,2,pierwotny,2022,internet,balkon,1/3,
"Warszawa, Wawer",655500,69,3,pierwotny,2022,pustak,,parter/2,garaż/miejsce parkingowe
"Warszawa, Wilanów, Zawady, Bruzdowa",750000,51,2,wtórny,2022-07-01,plastikowe,balkon,1/2,garaż/miejsce parkingowe
"Warszawa, Mokotów, ul. Oskara Langego",388000,27,1,wtórny,2022-06-03,drewniane,,7/10,
"Warszawa, Bielany, Przy Agorze",495000,45.1,2,wtórny,1964,domofon / wideofon,balkon,2/10,
"Warszawa, Wola, Okopowa",630000,45.71,3,wtórny,2022-04-30,nie,balkon,5/11,
"Warszawa, Targówek, Bródno, Rembielińska",490000,52.84,3,wtórny,2022-06-30,plastikowe,balkon,10/10,
"Warszawa, Ursynów, Imielin",1050000,80.5,5,wtórny,2006,oddzielna kuchnia,,parter/2,
"Warszawa, Ochota, Kaliska",740000,39.25,2,wtórny,1935,,,parter/4,
"Warszawa, Mokotów, Bergamotki",833000,49.07,2,wtórny,2017,,balkon,5/6,garaż/miejsce parkingowe
"Warszawa, Włochy, Bakalarska",550000,32,2,wtórny,2018,,balkon,3,garaż/miejsce parkingowe
"Warszawa, Bielany, Hansa Christiana Andersena",533000,43.65,2,wtórny,1980,meble,,1/11,
"Warszawa, Wola, Jaktorowska",1010000,41,2,wtórny,2017,monitoring / ochrona,balkon,7/7,garaż/miejsce parkingowe
"Warszawa, Bemowo, Narwik",579000,51,2,wtórny,2003,tak,taras,1/6,garaż/miejsce parkingowe
"Warszawa, Wola, Grzybowska",1187058,64.2,2,wtórny,2021-09-10,meble,,&gt; 10/22,garaż/miejsce parkingowe
"Warszawa, Śródmieście",833000,49,2,wtórny,nie,,,4,
"Warszawa, Ursus, Gołąbki, Przemysława II",729000,95,3,wtórny,2022-07-27,plastikowe,"ogródek, taras",1/2,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Aleja Stanów Zjednoczonych",635500,57.8,3,wtórny,1965,tak,balkon,4/10,
"Warszawa, Wola, ul. Jana Kazimierza",1285000,71,3,pierwotny,2022,tak,balkon,4/8,garaż/miejsce parkingowe
"Warszawa, Mokotów, ul. Artura Malawskiego",459000,38.8,2,wtórny,1968,tak,balkon,6/10,
"Warszawa, Praga-Północ, ul. Józefa Szanajcy",600000,36.54,2,wtórny,blok,,,2/4,
"Warszawa, Śródmieście, Pańska",1635327,79.52,3,pierwotny,2024,pom. użytkowe,"ogródek, taras",&gt; 10/29,garaż/miejsce parkingowe
"Warszawa, Wola, Prosta",659500,32.14,1,pierwotny,2024,pom. użytkowe,"ogródek, taras",10/29,garaż/miejsce parkingowe
"Warszawa, Mokotów, Dolny Mokotów, Polska",1050000,85,4,pierwotny,2023,"telewizja kablowa, internet",balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Ursus, Dyrekcyjna",845977,91,5,pierwotny,2023,"telewizja kablowa, internet",balkon,4/7,garaż/miejsce parkingowe
"Warszawa, Białołęka, Kiersnowskiego",680000,72.1,3,wtórny,1996,meble,balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Wola",509000,26,2,wtórny,1955,tak,,3/6,
"Warszawa, Żoliborz, Stary Żoliborz, Hanki Czaki",1490000,91,4,wtórny,2021-10-10,tak,balkon,2/7,
"Warszawa, Targówek, Bródno, Poborzańska",415000,42,2,wtórny,2022-06-06,plastikowe,balkon,5/10,
"Warszawa, Mokotów, Sielce, Jurija Gagarina",870000,63,2,wtórny,2022-06-06,nie,,parter/3,
"Warszawa, Mokotów, Wałbrzyska",1200000,93,5,wtórny,nie,,,4/10,
"Warszawa, Wola",1260000,120,7,wtórny,nie,,,parter,
"Warszawa, Bielany, Pasymska",975000,79.74,3,wtórny,tak,,,parter,
"Warszawa, Bielany, Sobocka",815000,60,3,wtórny,nie,,,5/20,
"Warszawa, Bielany, Piaski, płk. Mieczysława Niedzielskiego ""Żywiciela""",1240000,80,3,wtórny,tak,,,3/4,
"Warszawa, Bielany, Zgrupowania AK ""Żyrafa""",999000,101,4,wtórny,2022-05-30,,,4/4,
"Warszawa, Mokotów",550000,51,3,wtórny,1970,piwnica,balkon,parter/10,
"Warszawa, Ursynów, Oskara Sosnowskiego",593000,52.96,2,wtórny,1978,tak,,6/7,
"Warszawa, Mokotów",5600000,303,4,pierwotny,2012,tak,"balkon, taras",8/8,garaż/miejsce parkingowe
"Warszawa, Białołęka",435000,44,2,wtórny,2022-06-03,tak,balkon,2,garaż/miejsce parkingowe
"Warszawa, Praga-Południe",999000,157.2,5,wtórny,1990,monitoring / ochrona,balkon,4/5,garaż/miejsce parkingowe
"Warszawa, Bielany, Młociny, Heroldów",888000,74.3,3,wtórny,2001,"internet, telefon",taras,4/4,garaż/miejsce parkingowe
"Warszawa, Bielany, Piaski, Kochanowskiego",739000,50.3,3,wtórny,1972,oddzielna kuchnia,balkon,9/10,
"Warszawa, Żoliborz, Potocka",611000,47.21,2,wtórny,1980,oddzielna kuchnia,balkon,parter/11,
"Warszawa, Mokotów, Stegny, Kaukaska",505000,42,2,wtórny,1973,telefon,,5/10,
"Warszawa, Mokotów, Jana Pawła Woronicza",729000,52,2,wtórny,2021-11-30,plastikowe,,10/12,garaż/miejsce parkingowe
"Warszawa, Bielany, Chomiczówka, Conrada",435000,36.53,1,wtórny,1978,oddzielna kuchnia,balkon,3/12,
"Warszawa, Żoliborz, Gwiaździsta",1650000,68,3,wtórny,2002,"teren zamknięty, monitoring / ochrona",taras,3/7,
"Warszawa, Ochota, Grójecka",565000,31.3,2,wtórny,1965,piwnica,,1/7,
"Warszawa, Śródmieście, Krajewskiego",850000,54.82,3,wtórny,1938,"piwnica, oddzielna kuchnia",balkon,4/5,
"Warszawa, Mokotów, Sadyba, Konstancińska",1275000,74.9,3,wtórny,2007,cegła,balkon,4/10,
"Warszawa, Bielany, Wrzeciono",629990,56.6,3,wtórny,1969,oddzielna kuchnia,,parter/10,
"Warszawa, Ochota, Szczęśliwice, Zadumana",470000,34,1,wtórny,2006,pustak,,parter/5,
"Warszawa, Mokotów, Belgijska",745000,47.92,2,wtórny,1966,"telewizja kablowa, internet, telefon",balkon,1/6,
"Warszawa, Żoliborz, Gwiaździsta",910000,64,2,wtórny,2008,pom. użytkowe,balkon,10/14,
"Warszawa, Żoliborz, Gen. Zajączka",495000,35,2,wtórny,1966,piwnica,balkon,3/4,
"Warszawa, Mokotów, Puławska",1200000,74.2,3,wtórny,2009,"telewizja kablowa, internet",balkon,6/10,
"Warszawa, Mokotów, Górny Mokotów, ul. Miączyńska",399000,28,2,wtórny,blok,"telewizja kablowa, internet, telefon",,4/10,
"Warszawa, Ursynów, ul. Stokłosy",699000,63.5,3,wtórny,1978,tak,balkon,10/10,garaż/miejsce parkingowe
"Warszawa, Bemowo",750000,84.65,4,wtórny,1990,nie,balkon,4/4,
"Warszawa, Mokotów, Ksawerów, Langego ",630000,53,3,wtórny,1971,"piwnica, oddzielna kuchnia",balkon,9/10,
"Warszawa, Mokotów, Bagatela",970000,46.51,2,wtórny,1911,piwnica,balkon,5/6,
"Warszawa, Żoliborz, Sady Żoliborskie, Braci Załuskich",619000,47.5,3,wtórny,1976,"telewizja kablowa, internet, telefon",balkon,2/10,
"Warszawa, Mokotów, Przejazd",950000,53.85,2,wtórny,2005,"teren zamknięty, monitoring / ochrona",balkon,1/6,
"Warszawa, Ochota, Rakowiec, Jasielska",550000,37.1,2,wtórny,1970,piwnica,,6/10,
"Warszawa, Mokotów, Czerniaków, Bluszczańska",823040,51.44,2,wtórny,2021,pustak,balkon,1/2,
"Warszawa, Bielany, Sokratesa",989000,59.65,2,wtórny,2012,internet,"ogródek, taras",parter/6,
"Warszawa, Mokotów, Wałbrzyska",1190000,92,5,wtórny,1974,oddzielna kuchnia,balkon,4/10,
"Warszawa, Bielany, Księżycowa",610000,53.3,2,wtórny,2022-02-07,plastikowe,balkon,4/6,garaż/miejsce parkingowe
"Warszawa, Ochota, Budki Szczęśliwickie",615000,38.41,2,wtórny,2022-05-19,plastikowe,ogródek,parter/4,garaż/miejsce parkingowe
"Warszawa, Wola, ul. Marcina Kasprzaka",809900,45.91,2,wtórny,2022-09-01,plastikowe,balkon,&gt; 10/14,
"Warszawa, Białołęka, Tarchomin",540000,51,2,wtórny,2006,"system alarmowy, monitoring / ochrona",balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Mokotów, Sadyba",577000,52.5,2,wtórny,1995,,,parter/3,
"Warszawa, Praga-Północ, 11 Listopada",770000,65,3,wtórny,1992,,,4/4,
"Warszawa, Wawer, Bysławska",899000,134,6,wtórny,2022-01-27,nie,ogródek,1/2,garaż/miejsce parkingowe
"Warszawa, Żoliborz, Broniewskiego",402300,27,1,wtórny,1970,tak,,8/10,
"Warszawa, Wola",1100000,50,2,wtórny,1932,system alarmowy,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Ochota, Stara Ochota, Rokosowska",650000,46,2,wtórny,1952,monitoring / ochrona,,2/4,
"Warszawa, Mokotów, Domaniewska",1000000,48.31,3,wtórny,2021,,,1/8,
"Warszawa, Mokotów, Domaniewska",1258180,57.19,3,wtórny,2022,,,8/8,
"Warszawa, Mokotów, Domaniewska",2200000,128.77,4,wtórny,nie,,,8/8,
"Warszawa, Mokotów, Wałbrzyska",880000,66,3,wtórny,1974,piwnica,balkon,5/10,
"Warszawa, Mokotów, Zygmunta Modzelewskiego",689000,43,2,wtórny,1974,,,9/10,
"Warszawa, Ursynów, ul. Symfonii",760000,60,3,wtórny,1980,wielka płyta,,parter/3,
"Warszawa, Mokotów, Warowna",1560000,78,3,wtórny,2006,tak,balkon,2/6,garaż/miejsce parkingowe
"Warszawa, Ursynów, Stanisława Herbsta",695000,46,2,wtórny,2007,,balkon,&gt; 10/12,garaż/miejsce parkingowe
"Warszawa, Ursynów, Grażyny Bacewiczówny",685000,53,3,wtórny,1984,,balkon,4/10,
"Warszawa, Ursynów, Stefana Kopcińskiego",2400000,90.9,4,wtórny,2012,,balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Ursynów, Gawota",980000,90,3,wtórny,2012,,balkon,2/3,garaż/miejsce parkingowe
"Warszawa, Ursynów, Mandarynki",690000,67.32,3,wtórny,1984,,balkon,3/3,
"Warszawa, Ursynów, Eugeniusza Romera",1950000,135,4,wtórny,1996,,,3/3,
"Warszawa, Śródmieście, Powiśle, Wybrzeże Kościuszkowskie",620000,30,1,wtórny,1938,piwnica,balkon,4/4,
"Warszawa, Śródmieście, Stanisława Dubois",560000,38,1,wtórny,1960,piwnica,balkon,3/4,
"Warszawa, Mokotów",1200000,100.46,3,wtórny,2009,pom. użytkowe,balkon,2/9,garaż/miejsce parkingowe
"Warszawa, Włochy",432500,34.7,2,pierwotny,2022,tak,,5,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Gocław",540000,44,2,wtórny,1982,tak,balkon,5/15,
"Warszawa, Wola, ul. Jana Kazimierza",748340,52.7,2,wtórny,2013,tak,balkon,6/8,garaż/miejsce parkingowe
"Warszawa, Wesoła",499000,53.5,2,wtórny,2001,nie,balkon,2/3,
"Warszawa, Bemowo, Górce, ul. Dywizjonu 303",615000,48.98,2,pierwotny,2011,tak,"balkon, ogródek, taras",parter/4,garaż/miejsce parkingowe
"Warszawa, Bielany, Heroldów",849999,74,5,wtórny,2022-05-27,plastikowe,taras,4/4,garaż/miejsce parkingowe
"Warszawa, Targówek, św. Wincentego",552300,40.12,2,wtórny,2004,monitoring / ochrona,balkon,6/5,garaż/miejsce parkingowe
"Warszawa, Mokotów, Służewiec, Zygmunta Modzelewskiego",700000,59,3,wtórny,1990,tak,balkon,&gt; 10/15,
"Warszawa, Śródmieście, gen. Władysława Andersa",745000,54,3,wtórny,1954,,,4/8,garaż/miejsce parkingowe
"Warszawa, Śródmieście",679000,48.6,3,wtórny,1970,"piwnica, oddzielna kuchnia, pom. użytkowe",balkon,9/15,
"Warszawa, Mokotów, Siekierki, Bluszczańska",850000,45,2,wtórny,2015,"system alarmowy, monitoring / ochrona",,,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Ostrobramska",911100,56.45,2,pierwotny,2022,tak,taras,6/7,garaż/miejsce parkingowe
"Warszawa, Bemowo, Grodkowska",999999,76.7,3,wtórny,2013,teren zamknięty,balkon,7/8,garaż/miejsce parkingowe
"Warszawa, Praga-Północ, Praga, ul. Władysława Skoczylasa",530000,42,2,wtórny,1958,,,,
"Warszawa, Wilanów, Prymasa Augusta Hlonda",1790000,103.7,3,wtórny,2009,tak,balkon,2/4,garaż/miejsce parkingowe
"Warszawa, Śródmieście",5650318,132.35,3,pierwotny,2022-02-24,drewniane,balkon,4/5,garaż/miejsce parkingowe
"Warszawa, Śródmieście, Wilcza",1650000,68,3,wtórny,1894,,,4/5,
"Warszawa, Wilanów, Herbu Janina",975000,63.15,3,wtórny,2021,"domofon / wideofon, monitoring / ochrona",balkon,2/4,garaż/miejsce parkingowe
"Warszawa, Bemowo, Szeligowska",618400,53.02,3,pierwotny,2024,tak,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, Szeligowska",541100,40.01,2,pierwotny,2024,tak,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, Szeligowska",495010,35.52,2,pierwotny,2024,tak,balkon,parter/5,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Gocław, Władysława Umińskiego",750000,74,4,wtórny,blok,domofon / wideofon,"balkon, ogródek",2/12,
"Warszawa, Białołęka, Nowodwory, Odkryta",679000,63.3,3,wtórny,2022-03-28,nie,,3/3,
"Warszawa, Mokotów",590000,44,2,wtórny,1962,nie,balkon,&gt; 10/12,
"Warszawa, Bemowo, ul. Babimojska",,63.97,3,,,,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,39.47,2,,,,,parter/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,62.75,3,,,,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Targówek, Bródno",617000,51.5,3,wtórny,1970,oddzielna kuchnia,,3/4,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,90.24,4,,,,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,63.97,3,,,,taras,5/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,69.76,3,,,,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,37.65,2,,,,ogródek,parter/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,90.24,4,,,,"taras, balkon",5/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,70.48,3,,,,ogródek,parter/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,53.01,3,,,,balkon,4/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,69.75,3,,,,ogródek,parter/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,68.42,3,,,,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,68.23,3,,,,ogródek,parter/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,62.75,3,,,,balkon,4/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,73.04,3,,,,balkon,4/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,53.01,3,,,,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Włochy, Przerwana",730000,43.4,2,wtórny,2020,tak,balkon,5/5,garaż/miejsce parkingowe
"Warszawa, Ursynów",700000,55,2,wtórny,1986,tak,balkon,parter/8,
"Warszawa, Wola, ul. Chłodna",1195000,80.99,4,wtórny,1912,piwnica,balkon,2/4,
"Warszawa, Bemowo, ul. Babimojska",,69.76,3,,,,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Bielany, Dantego",560000,41.1,2,wtórny,1975,,,1/10,
"Warszawa, Bemowo, ul. Babimojska",,63.97,3,,,,ogródek,parter/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,69.76,3,,,,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,90.24,4,,,,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,38.11,2,,,,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,53.01,3,,,,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Śródmieście, pl. Zbawiciela",1600000,77.11,4,wtórny,1953,"piwnica, oddzielna kuchnia",,2/4,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,62.75,3,,,,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Bielany, Heroldów",1100000,93,4,wtórny,2001,cegła,,3/4,garaż/miejsce parkingowe
"Warszawa, Praga-Południe, Aleja Waszyngtona",609900,47.84,2,wtórny,2022-08-31,plastikowe,balkon,3/4,
"Warszawa, Bemowo, ul. Babimojska",,90.24,4,,,,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Wilanów, Księdza Prymasa Augusta Hlonda",1000000,65.41,2,wtórny,2009,tak,"balkon, ogródek",1/4,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,72.51,3,,,,taras,5/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,41.2,2,,,,ogródek,parter/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,39.47,2,,,,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,37.65,2,,,,balkon,4/5,garaż/miejsce parkingowe
"Warszawa, Śródmieście, ul. Leona Kruczkowskiego",596400,35.5,2,wtórny,1970,piwnica,,parter/9,
"Warszawa, Bemowo, ul. Babimojska",,73.04,3,,,,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,53.01,3,,,,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,38.11,2,,,,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,68.42,3,,,,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,68.42,3,,,,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,63.97,3,,,,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,73.04,3,,,,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Ochota, Zygmunta Glogera",1349900,108,5,wtórny,1928,nie,,,
"Warszawa, Mokotów, Dąbrowskiego",649000,44,2,wtórny,1962,oddzielna kuchnia,balkon,&gt; 10/12,
"Warszawa, Bemowo, ul. Babimojska",,37.68,2,,,,ogródek,parter/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,28.11,1,,,,ogródek,parter/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,86.06,4,,,,taras,5/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,37.73,2,,,,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,68.42,3,,,,balkon,4/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,73.04,3,,,,ogródek,parter/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,69.76,3,,,,balkon,4/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,38.11,2,,,,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,62.75,3,,,,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Ochota, ul. Włodarzewska",1270000,138,5,wtórny,blok,"telewizja kablowa, internet","ogródek, taras",1/6,garaż/miejsce parkingowe
"Warszawa, Śródmieście, al. Aleja Jana Pawła II 26",546000,39,2,wtórny,1965,tak,,2/12,garaż/miejsce parkingowe
"Warszawa, Bielany",680000,47.87,3,wtórny,1970,nie,,parter/4,
"Warszawa, Bemowo, ul. Babimojska",,37.73,2,,,,balkon,4/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,39.47,2,,,,balkon,4/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,53.01,3,,,,taras,5/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,63.97,3,,,,balkon,4/5,garaż/miejsce parkingowe
"Warszawa, Włochy, ul. Szybka",,55.81,2,,,,balkon,3/6,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,63.97,3,,,,balkon,1/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,38.11,2,,,,balkon,4/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,61.55,3,,,,taras,5/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,73.04,3,,,,balkon,2/5,garaż/miejsce parkingowe
"Warszawa, Bemowo, ul. Babimojska",,90.24,4,,,,balkon,4/5,garaż/miejsce parkingowe
"Warszawa, Ursynów, Oskara Sosnowskiego",610000,53,2,wtórny,1978,tak,balkon,6/6,
"Warszawa, Bemowo, Dywizjonu 303",799000,83.9,3,wtórny,2011,"teren zamknięty, domofon / wideofon, monitoring / ochrona",balkon,3/3,garaż/miejsce parkingowe
"Warszawa, Żoliborz, ul. ks. Jerzego Popiełuszki",295000,18.4,1,wtórny,blok,,,9,
"Warszawa, Mokotów, Górny Mokotów",2500000,114,3,wtórny,2003,tak,taras,1/3,garaż/miejsce parkingowe
"Warszawa, Ursynów, Natolin, Na Uboczu",539000,47,2,wtórny,1983,"piwnica, oddzielna kuchnia",balkon,parter/4,
"Warszawa, Bemowo, ul. Grodkowska",970000,70,2,wtórny,2010,tak,"balkon, taras",1/7,
"Warszawa, Wola, ul. Grzybowska",1999960,116.6,4,wtórny,2002,nie,,4/11,
"Warszawa, Bemowo, ul. Obrońców Tobruku",3070000,159.4,4,wtórny,2003,tak,"balkon, taras",2/2,garaż/miejsce parkingowe
"Warszawa, Mokotów, Bagatela",970000,46.51,2,wtórny,1911,piwnica,balkon,5/6,
"Warszawa, Wawer, Michała Kajki",1650000,126,4,wtórny,2022-06-04,drewniane,"balkon, ogródek",parter/3,garaż/miejsce parkingowe
"Warszawa, Praga-Południe",549900,39,2,wtórny,2000,tak,balkon,5/6,garaż/miejsce parkingowe
"Warszawa, Mokotów",660000,42.86,2,wtórny,1975,,balkon,4/10,
"Warszawa, Białołęka, Płochocińska",466820,54.92,3,pierwotny,2022-05-31,plastikowe,balkon,1/3,garaż/miejsce parkingowe
"Warszawa, Bemowo, Obrońców Tobruku",598980,44.7,2,wtórny,2005,tak,balkon,3/5,garaż/miejsce parkingowe
"Warszawa, Bielany, Marymont, Klaudyny",660000,66.4,4,wtórny,2022-04-28,nie,balkon,1/14,
"Warszawa, Mokotów, Stegny",565000,32.5,1,wtórny,2021,tak,balkon,2/2,
"Warszawa, Ochota",634000,52.3,2,wtórny,1947,nie,,,
"Warszawa, Śródmieście, Nowe Miasto",899000,63,3,wtórny,1970,meble,,3/4,
"Warszawa, Mokotów, Stefana Bryły",799000,76.56,3,wtórny,1985,tak,balkon,4/10,garaż/miejsce parkingowe
"Al. Prymasa Tysiąclecia, Warszawa, mazowieckie",950000,66,3,wtórny,1996,internet,balkon,1/4,
"Warszawa, Rembertów, Chełmżyńska 198",570000,47.8,2,wtórny,2020,inne,,4/5,
"Warszawa, Wola, ul. Nakielska",,68.44,3,pierwotny,2023,domofon / wideofon,balkon,5,garaż/miejsce parkingowe
"Warszawa, Praga-Północ, ul. Kawęczyńska",,72.73,3,pierwotny,2024,,balkon,4/4,garaż/miejsce parkingowe
"Warszawa, Białołęka, ul. Warzelnicza 7",,55.71,3,pierwotny,2023,tak,balkon,2/2,garaż/miejsce parkingowe
